秋,-,秋風にたなびく雲の絶え間より,もれいづる月の影のさやけさ,左京大夫顕輔（推薦：鈴奈神楽）,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
秋,-,朝鈴を　鳴らす高揚　高らかに,歌い上げたる　色鳥の舞,蛮菓,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
秋,-,山の上　郷を見つめる　もみじの下,鴉は帰る　夕焼け小焼け,緋畑代一,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
秋,-,鮮やかに　秋色染まる　里景色,,残念,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
秋,-,春祭り　夏に祭りで　秋祭り,冬も祭りで　年中楽し,期待値０,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
冬,-,咲き誇る真白に染まる花むらよ、,春の匂ひは今ぞここにと,水炬,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
冬,-,懐に　風吹かせじと　征く年末,,伊賀高原,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
冬,-,雪見つめ　心をよぎる　あの笑顔,,伊賀高原,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
冬,-,冬の朝　布団の温もり　恋しくて,起きるか迷う　後5分だけ,詠み人知らず,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
冬,-,雪が降り　南天の実と　葉っぱ使い,作り出すのは　雪うさぎ,詠み人知らず,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
冬,-,広がりし 白き世界を 駆け回り,遊び尽くすは 風の子達よ,和風海苔,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
冬,-,掴もうと　見上げ手伸ばす　冬の空,ひらりはらりと　風花が舞う,茶芭,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
冬,-,鎖(とざ)された 雪夜の悲劇 サスペンス,「割られた」男 犯人は、果たして……！？,かづき,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
冬,-,冬さらば今も見るごと真っ白に,冴え凍るほどに雪は降りつつ,水炬,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
冬,-,「また来年」盃交わす 大晦日,,Aneko3,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
冬,-,星冴ゆ夜　追い縋るページ　影冴ゆる,,ジュジュ,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
冬,-,しんしんと　つみかさなりし　ごいっこん,こんこんねむる　きみしらぬまに,蛮菓,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
冬,-,吹雪の尾　曳いて飛んでく　ほうき星,,緋畑代一,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
冬,-,年の瀬も　お師匠様は　大忙し,,残念,第15回東方ニコ童祭_半刻歌絵巻,nicodosai_15th,-,-
